codigoestacion,COD_MPIO,NOM_MPIO,NOM_DPTO,LATITUD,LONGITUD,precip_acum_mm,precip_max_10min,n_estaciones,alerta,prop_alertas,categoria,tamaño
0011027030,27245,EL CARMEN DE ATRATO,CHOCÓ,5.810938364,-76.19189442,2.1,0.8,4,1,0.08163265306122448,Muy ligera (< 5 mm),5.0
0011030010,27160,CÉRTEGUI,CHOCÓ,5.389828229,-76.52264237,114.4,10.9,5,1,0.20512820512820512,Extrema (≥ 100 mm),22.0
0011035010,27413,LLORÓ,CHOCÓ,5.585101179,-76.38544449,69.3,14.0,3,0,0.04285714285714286,Muy fuerte (60–100 mm),20.204644353221035
0011035030,27135,EL CANTÓN DEL SAN PABLO,CHOCÓ,5.359661967,-76.77255624,82.7,13.1,4,1,0.2222222222222222,Muy fuerte (60–100 mm),21.87755246566832
0011035030,27810,UNIÓN PANAMERICANA,CHOCÓ,5.281599258,-76.61962746,82.7,13.1,4,1,0.2222222222222222,Muy fuerte (60–100 mm),21.87755246566832
0011047020,27001,QUIBDÓ,CHOCÓ,5.7543229,-76.65015147,71.0,17.3,2,1,0.058333333333333334,Muy fuerte (60–100 mm),20.426196788724855
0011057020,5873,VIGÍA DEL FUERTE,ANTIOQUIA,6.453351334,-76.69504802,1.2000000000000002,0.2,3,1,0.10465116279069768,Muy ligera (< 5 mm),5.0
0011057020,27425,MEDIO ATRATO,CHOCÓ,6.033880098,-76.6734697,1.2000000000000002,0.2,3,1,0.10465116279069768,Muy ligera (< 5 mm),5.0
0011080010,5475,MURINDÓ,ANTIOQUIA,6.828773855,-76.70861349,0.0,0.0,2,0,0.04246575342465753,Sin lluvia (0 mm),5.0
0011080010,27075,BAHÍA SOLANO,CHOCÓ,6.162762775,-77.41653534,0.0,0.0,2,0,0.04246575342465753,Sin lluvia (0 mm),5.0
0011080010,27099,BOJAYÁ,CHOCÓ,6.474666885,-77.09933025,0.0,0.0,2,0,0.04246575342465753,Sin lluvia (0 mm),5.0
0011110010,5138,CAÑASGORDAS,ANTIOQUIA,6.814950023,-76.02689632,16.2,5.3,2,1,0.0625,Moderada (15–30 mm),10.50516822188697
0011110110,5113,BURITICÁ,ANTIOQUIA,6.80906489,-75.91206595,0.0,0.0,2,0,0.041791044776119404,Sin lluvia (0 mm),5.0
0011110110,5306,GIRALDO,ANTIOQUIA,6.663095863,-75.94804663,0.0,0.0,2,0,0.041791044776119404,Sin lluvia (0 mm),5.0
0011115040,5284,FRONTINO,ANTIOQUIA,6.691364773,-76.33199656,5.8,2.3,2,1,0.06017191977077364,Ligera (5–15 mm),6.61704139963322
0011117010,5842,URAMITA,ANTIOQUIA,6.913916924,-76.13318514,2.4,0.5,2,1,0.06303724928366762,Muy ligera (< 5 mm),5.0
0011117050,5234,DABEIBA,ANTIOQUIA,6.992243782,-76.31426328,1.4000000000000001,0.4,4,1,0.07102272727272728,Muy ligera (< 5 mm),5.0
0011135030,27006,ACANDÍ,CHOCÓ,8.383938499,-77.26560256,0.0,0.0,4,1,0.0759493670886076,Sin lluvia (0 mm),5.0
0011135030,27800,UNGUÍA,CHOCÓ,8.117281079,-77.10372723,0.0,0.0,4,1,0.0759493670886076,Sin lluvia (0 mm),5.0
0011175000,27050,ATRATO,CHOCÓ,5.525825084,-76.65064357,5.2,0.6,6,1,0.22388059701492538,Ligera (5–15 mm),6.29974193703073
0012015060,5045,APARTADÓ,ANTIOQUIA,7.86047815,-76.58236264,0.0,0.0,3,1,0.10526315789473684,Sin lluvia (0 mm),5.0
0012015060,5147,CAREPA,ANTIOQUIA,7.757967437,-76.64374657,0.0,0.0,3,1,0.10526315789473684,Sin lluvia (0 mm),5.0
0012017020,5172,CHIGORODÓ,ANTIOQUIA,7.631665644,-76.63964213,0.0,0.0,4,1,0.07352941176470588,Sin lluvia (0 mm),5.0
0012025040,5490,NECOCLÍ,ANTIOQUIA,8.493728551,-76.67699588,0.0,0.0,2,1,0.06153846153846154,Sin lluvia (0 mm),5.0
0012025040,5837,TURBO,ANTIOQUIA,8.173851745,-76.5740377,0.0,0.0,2,1,0.06153846153846154,Sin lluvia (0 mm),5.0
0012045020,23419,LOS CÓRDOBAS,CÓRDOBA,8.823307063,-76.3430552,0.0,0.0,3,1,0.09770114942528736,Sin lluvia (0 mm),5.0
0012045020,23500,MOÑITOS,CÓRDOBA,9.190515343,-76.11931709,0.0,0.0,3,1,0.09770114942528736,Sin lluvia (0 mm),5.0
0012045020,23574,PUERTO ESCONDIDO,CÓRDOBA,8.988667731,-76.19405912,0.0,0.0,3,1,0.09770114942528736,Sin lluvia (0 mm),5.0
0013015040,23807,TIERRALTA,CÓRDOBA,7.813896829,-76.16846678,0.0,0.0,2,1,0.06529209621993128,Sin lluvia (0 mm),5.0
0013015040,23855,VALENCIA,CÓRDOBA,8.219904128,-76.2213286,0.0,0.0,2,1,0.06529209621993128,Sin lluvia (0 mm),5.0
0013027040,23068,AYAPEL,CÓRDOBA,8.265768688,-75.04868436,2.4,2.3,7,1,0.12021857923497267,Muy ligera (< 5 mm),5.0
0013035501,23162,CERETÉ,CÓRDOBA,8.895667051,-75.87842391,0.0,0.0,5,1,0.0783132530120482,Sin lluvia (0 mm),5.0
0013035501,23686,SAN PELAYO,CÓRDOBA,8.987777392,-75.90958771,0.0,0.0,5,1,0.0783132530120482,Sin lluvia (0 mm),5.0
0013075010,23168,CHIMÁ,CÓRDOBA,9.11024941,-75.65237351,0.0,0.0,2,1,0.0625,Sin lluvia (0 mm),5.0
0013075010,23300,COTORRA,CÓRDOBA,9.071460219,-75.75459276,0.0,0.0,2,1,0.0625,Sin lluvia (0 mm),5.0
0013075010,23464,MOMIL,CÓRDOBA,9.265461621,-75.65090876,0.0,0.0,2,1,0.0625,Sin lluvia (0 mm),5.0
0013075010,23670,SAN ANDRÉS DE SOTAVENTO,CÓRDOBA,9.121296353,-75.52091711,0.0,0.0,2,1,0.0625,Sin lluvia (0 mm),5.0
0013075010,23815,TUCHÍN,CÓRDOBA,9.224630803,-75.54410593,0.0,0.0,2,1,0.0625,Sin lluvia (0 mm),5.0
0013075010,70221,COVEÑAS,SUCRE,9.394449802,-75.6574915,0.0,0.0,2,1,0.0625,Sin lluvia (0 mm),5.0
0013077060,23417,LORICA,CÓRDOBA,9.165034998,-75.90978124,0.2,0.2,5,1,0.13008130081300814,Muy ligera (< 5 mm),5.0
0013077060,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,9.282386127,-75.72129392,0.2,0.2,5,1,0.13008130081300814,Muy ligera (< 5 mm),5.0
0013077060,23672,SAN ANTERO,CÓRDOBA,9.359667489,-75.78700252,0.2,0.2,5,1,0.13008130081300814,Muy ligera (< 5 mm),5.0
0013077060,23675,SAN BERNARDO DEL VIENTO,CÓRDOBA,9.330098329,-75.97623858,0.2,0.2,5,1,0.13008130081300814,Muy ligera (< 5 mm),5.0
0014015080,13001,CARTAGENA DE INDIAS,BOLÍVAR,10.46343362,-75.45889915,4.0,0.3,3,0,0.05132743362831858,Muy ligera (< 5 mm),5.598197949220845
0014015080,13683,SANTA ROSA,BOLÍVAR,10.46920726,-75.36116053,4.0,0.3,3,0,0.05132743362831858,Muy ligera (< 5 mm),5.598197949220845
0015035020,44090,DIBULLA,LA GUAJIRA,11.09029715,-73.43568788,0.0,0.0,4,0,0.04846938775510204,Sin lluvia (0 mm),5.0
0015065040,44078,BARRANCAS,LA GUAJIRA,10.94871677,-72.69696879,0.0,0.0,4,1,0.06,Sin lluvia (0 mm),5.0
0015065040,44279,FONSECA,LA GUAJIRA,10.8283716,-72.8018178,0.0,0.0,4,1,0.06,Sin lluvia (0 mm),5.0
0015065180,44560,MANAURE,LA GUAJIRA,11.60554263,-72.57160392,0.0,0.0,5,1,0.0823293172690763,Sin lluvia (0 mm),5.0
0015065190,44001,RIOHACHA,LA GUAJIRA,11.24297214,-72.95876315,0.0,0.0,4,0,0.028481012658227847,Sin lluvia (0 mm),5.0
0015065501,44035,ALBANIA,LA GUAJIRA,11.22869049,-72.53209657,0.0,0.0,4,1,0.06976744186046512,Sin lluvia (0 mm),5.0
0015065501,44378,HATONUEVO,LA GUAJIRA,11.09905582,-72.73842427,0.0,0.0,4,1,0.06976744186046512,Sin lluvia (0 mm),5.0
0015067020,44098,DISTRACCIÓN,LA GUAJIRA,10.92505107,-72.94444027,0.0,0.0,5,1,0.25,Sin lluvia (0 mm),5.0
0015080070,44847,URIBIA,LA GUAJIRA,11.99971986,-71.74882662,0.0,0.0,2,0,0.04597701149425287,Sin lluvia (0 mm),5.0
0015085030,44430,MAICAO,LA GUAJIRA,11.38157764,-72.29500818,0.0,0.0,3,0,0.04580152671755725,Sin lluvia (0 mm),5.0
0016015120,54518,PAMPLONA,NORTE DE SANTANDER,7.379057623,-72.67590348,0.0,0.0,4,1,0.06734006734006734,Sin lluvia (0 mm),5.0
0016015130,54347,HERRÁN,NORTE DE SANTANDER,7.493955781,-72.49269998,0.0,0.0,2,0,0.0404707233065442,Sin lluvia (0 mm),5.0
0016015130,54599,RAGONVALIA,NORTE DE SANTANDER,7.595355974,-72.50756622,0.0,0.0,2,0,0.0404707233065442,Sin lluvia (0 mm),5.0
0016015501,54673,SAN CAYETANO,NORTE DE SANTANDER,7.847872195,-72.60971203,0.0,0.0,4,1,0.0893854748603352,Sin lluvia (0 mm),5.0
0016017020,54099,BOCHALEMA,NORTE DE SANTANDER,7.608509339,-72.65951909,0.0,0.0,4,1,0.06132075471698113,Sin lluvia (0 mm),5.0
0016017020,54172,CHINÁCOTA,NORTE DE SANTANDER,7.583353136,-72.58390978,0.0,0.0,4,1,0.06132075471698113,Sin lluvia (0 mm),5.0
0016017020,54239,DURANIA,NORTE DE SANTANDER,7.746993206,-72.67208072,0.0,0.0,4,1,0.06132075471698113,Sin lluvia (0 mm),5.0
0016017020,54405,LOS PATIOS,NORTE DE SANTANDER,7.742291094,-72.52680784,0.0,0.0,4,1,0.06132075471698113,Sin lluvia (0 mm),5.0
0016017020,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,7.718635863,-72.48361176,0.0,0.0,4,1,0.06132075471698113,Sin lluvia (0 mm),5.0
0016025040,54001,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,8.112041811,-72.48862641,0.0,0.0,3,0,0.04878048780487805,Sin lluvia (0 mm),5.0
0016025040,54553,PUERTO SANTANDER,NORTE DE SANTANDER,8.329138642,-72.41119066,0.0,0.0,3,0,0.04878048780487805,Sin lluvia (0 mm),5.0
0016025040,54810,TIBÚ,NORTE DE SANTANDER,8.713507237,-72.79925855,0.0,0.0,3,0,0.04878048780487805,Sin lluvia (0 mm),5.0
0016027280,54261,EL ZULIA,NORTE DE SANTANDER,8.081200092,-72.63152118,0.0,0.0,4,1,0.06321839080459771,Sin lluvia (0 mm),5.0
0016027280,54720,SARDINATA,NORTE DE SANTANDER,8.215080767,-72.79580961,0.0,0.0,4,1,0.06321839080459771,Sin lluvia (0 mm),5.0
0016027300,54223,CUCUTILLA,NORTE DE SANTANDER,7.502182366,-72.79703447,0.0,0.0,4,1,0.08695652173913043,Sin lluvia (0 mm),5.0
0016055120,20310,GONZÁLEZ,CESAR,8.405516522,-73.37537309,0.7000000000000001,0.1,4,1,0.06382978723404255,Muy ligera (< 5 mm),5.0
0016055120,20614,RÍO DE ORO,CESAR,8.201070245,-73.48750127,0.7000000000000001,0.1,4,1,0.06382978723404255,Muy ligera (< 5 mm),5.0
0016055120,54250,EL TARRA,NORTE DE SANTANDER,8.678263671,-73.0317597,0.7000000000000001,0.1,4,1,0.06382978723404255,Muy ligera (< 5 mm),5.0
0016055120,54344,HACARÍ,NORTE DE SANTANDER,8.361831987,-73.0782633,0.7000000000000001,0.1,4,1,0.06382978723404255,Muy ligera (< 5 mm),5.0
0016055120,54398,LA PLAYA,NORTE DE SANTANDER,8.256757875,-73.18789327,0.7000000000000001,0.1,4,1,0.06382978723404255,Muy ligera (< 5 mm),5.0
0016055120,54498,OCAÑA,NORTE DE SANTANDER,8.206637527,-73.33765033,0.7000000000000001,0.1,4,1,0.06382978723404255,Muy ligera (< 5 mm),5.0
0016055120,54670,SAN CALIXTO,NORTE DE SANTANDER,8.414441404,-73.2176038,0.7000000000000001,0.1,4,1,0.06382978723404255,Muy ligera (< 5 mm),5.0
0017015010,88001,SAN ANDRÉS,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",12.54311512,-81.71762382,0.0,0.0,5,1,0.10040160642570281,Sin lluvia (0 mm),5.0
0017025020,88564,PROVIDENCIA,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",13.3511096,-81.37388549,1.0,0.4,4,1,0.06458333333333334,Muy ligera (< 5 mm),5.0
0021015020,41551,PITALITO,HUILA,1.848217185,-76.05217643,0.0,0.0,2,1,0.07430340557275542,Sin lluvia (0 mm),5.0
0021015040,41660,SALADOBLANCO,HUILA,2.100382849,-76.22897871,0.0,0.0,4,1,0.1532567049808429,Sin lluvia (0 mm),5.0
0021015050,41668,SAN AGUSTÍN,HUILA,1.924165493,-76.4165655,0.0,0.0,4,0,0.05093099671412924,Sin lluvia (0 mm),5.0
0021015070,41530,PALESTINA,HUILA,1.68458076,-76.1478559,0.0,0.0,4,0,0.0512874188821436,Sin lluvia (0 mm),5.0
0021017030,41359,ISNOS,HUILA,1.945591321,-76.18204722,0.0,0.0,3,1,0.07520891364902507,Sin lluvia (0 mm),5.0
0021017040,41244,ELÍAS,HUILA,2.022053305,-75.94430521,0.0,0.0,4,1,0.05912162162162162,Sin lluvia (0 mm),5.0
0021017040,41503,OPORAPA,HUILA,2.061191362,-76.04110289,0.0,0.0,4,1,0.05912162162162162,Sin lluvia (0 mm),5.0
0021017040,41807,TIMANÁ,HUILA,1.950715226,-75.91757649,0.0,0.0,4,1,0.05912162162162162,Sin lluvia (0 mm),5.0
0021025030,41026,ALTAMIRA,HUILA,2.07922808,-75.76858288,0.0,0.0,4,1,0.05714285714285714,Sin lluvia (0 mm),5.0
0021025030,41319,GUADALUPE,HUILA,1.984394016,-75.69693549,0.0,0.0,4,1,0.05714285714285714,Sin lluvia (0 mm),5.0
0021035040,41770,SUAZA,HUILA,1.870992095,-75.80798471,0.0,0.0,3,1,0.06074766355140187,Sin lluvia (0 mm),5.0
0021037020,18094,BELÉN DE LOS ANDAQUÍES,CAQUETÁ,1.536174657,-75.90947504,0.0,0.0,4,1,0.08152173913043478,Sin lluvia (0 mm),5.0
0021037020,41006,ACEVEDO,HUILA,1.709114446,-75.99664184,0.0,0.0,4,1,0.08152173913043478,Sin lluvia (0 mm),5.0
0021045010,41013,AGRADO,HUILA,2.26975042,-75.71632236,0.0,0.0,3,1,0.06,Sin lluvia (0 mm),5.0
0021045010,41548,PITAL,HUILA,2.259601773,-75.8319516,0.0,0.0,3,1,0.06,Sin lluvia (0 mm),5.0
0021050060,41378,LA ARGENTINA,HUILA,2.156287619,-76.00679451,0.0,0.0,4,1,0.0744466800804829,Sin lluvia (0 mm),5.0
0021050060,41791,TARQUI,HUILA,2.130280544,-75.87534845,0.0,0.0,4,1,0.0744466800804829,Sin lluvia (0 mm),5.0
0021057050,19355,INZÁ,CAUCA,2.499058783,-76.13762531,0.0,0.0,4,1,0.0955223880597015,Sin lluvia (0 mm),5.0
0021057050,41396,LA PLATA,HUILA,2.328076586,-76.00117299,0.0,0.0,4,1,0.0955223880597015,Sin lluvia (0 mm),5.0
0021057060,19517,PÁEZ,CAUCA,2.733887702,-75.99368264,0.2,0.2,4,1,0.06648936170212766,Muy ligera (< 5 mm),5.0
0021057060,41483,NÁTAGA,HUILA,2.576066285,-75.78693757,0.2,0.2,4,1,0.06648936170212766,Muy ligera (< 5 mm),5.0
0021057060,41518,PAICOL,HUILA,2.40689827,-75.72803027,0.2,0.2,4,1,0.06648936170212766,Muy ligera (< 5 mm),5.0
0021057060,41797,TESALIA,HUILA,2.526855132,-75.68259642,0.2,0.2,4,1,0.06648936170212766,Muy ligera (< 5 mm),5.0
0021065040,41298,GARZÓN,HUILA,2.172441496,-75.57131243,0.0,0.0,3,1,0.05569948186528497,Sin lluvia (0 mm),5.0
0021065040,41306,GIGANTE,HUILA,2.371781539,-75.51699754,0.0,0.0,3,1,0.05569948186528497,Sin lluvia (0 mm),5.0
0021085030,41357,ÍQUIRA,HUILA,2.691517773,-75.67383141,0.0,0.0,2,0,0.04891304347826087,Sin lluvia (0 mm),5.0
0021085030,41885,YAGUARÁ,HUILA,2.646563339,-75.51592645,0.0,0.0,2,0,0.04891304347826087,Sin lluvia (0 mm),5.0
0021095010,41615,RIVERA,HUILA,2.79286115,-75.23536868,0.0,0.0,3,1,0.0625,Sin lluvia (0 mm),5.0
0021097070,41001,NEIVA,HUILA,2.993360046,-75.27236232,0.0,0.0,5,1,0.0546875,Sin lluvia (0 mm),5.0
0021097070,41524,PALERMO,HUILA,2.914491967,-75.44066118,0.0,0.0,5,1,0.0546875,Sin lluvia (0 mm),5.0
0021097120,41132,CAMPOALEGRE,HUILA,2.658666675,-75.32943803,0.0,0.0,4,1,0.07932011331444759,Sin lluvia (0 mm),5.0
0021105030,41020,ALGECIRAS,HUILA,2.49785068,-75.29134946,0.0,0.0,4,1,0.09060402684563758,Sin lluvia (0 mm),5.0
0021105030,41349,HOBO,HUILA,2.541654161,-75.44781083,0.0,0.0,4,1,0.09060402684563758,Sin lluvia (0 mm),5.0
0021115100,41799,TELLO,HUILA,3.030611777,-75.08536553,0.0,0.0,4,1,0.5,Sin lluvia (0 mm),5.0
0021125010,41676,SANTA MARÍA,HUILA,2.926265937,-75.63359786,0.0,0.0,4,0,0.05432595573440644,Sin lluvia (0 mm),5.0
0021125010,41801,TERUEL,HUILA,2.851852692,-75.75988934,0.0,0.0,4,0,0.05432595573440644,Sin lluvia (0 mm),5.0
0021130050,41016,AIPE,HUILA,3.243441923,-75.27670655,0.0,0.0,3,1,0.08,Sin lluvia (0 mm),5.0
0021135020,73671,SALDAÑA,TOLIMA,3.912542787,-75.01859762,9.6,4.0,5,1,0.07547169811320754,Ligera (5–15 mm),8.30124648947292
0021137050,73483,NATAGAIMA,TOLIMA,3.540518203,-75.12200999,0.0,0.0,4,1,0.08,Sin lluvia (0 mm),5.0
0021140120,73024,ALPUJARRA,TOLIMA,3.390015064,-74.94078233,5.1,1.8,4,0,0.05142857142857143,Ligera (5–15 mm),6.2449337282192605
0021147010,41872,VILLAVIEJA,HUILA,3.287057875,-75.13838292,0.0,0.0,2,1,0.05970149253731343,Sin lluvia (0 mm),5.0
0021147030,41078,BARAYA,HUILA,3.135423634,-74.95797796,0.0,0.0,3,1,0.0684931506849315,Sin lluvia (0 mm),5.0
0021147030,41206,COLOMBIA,HUILA,3.262763564,-74.78516117,0.0,0.0,3,1,0.0684931506849315,Sin lluvia (0 mm),5.0
0021147030,50370,URIBE,META,3.047726858,-74.43066134,0.0,0.0,3,1,0.0684931506849315,Sin lluvia (0 mm),5.0
0021160260,73873,VILLARRICA,TOLIMA,3.854384097,-74.61896623,0.0,0.0,3,1,0.0592396109637489,Sin lluvia (0 mm),5.0
0021167060,73226,CUNDAY,TOLIMA,3.98252395,-74.68936908,0.0,0.0,4,0,0.04988399071925754,Sin lluvia (0 mm),5.0
0021167080,73236,DOLORES,TOLIMA,3.597863274,-74.80256674,0.0,0.0,4,1,0.14285714285714285,Sin lluvia (0 mm),5.0
0021167080,73563,PRADO,TOLIMA,3.729166649,-74.87247706,0.0,0.0,4,1,0.14285714285714285,Sin lluvia (0 mm),5.0
0021167080,73585,PURIFICACIÓN,TOLIMA,3.854281614,-74.87451155,0.0,0.0,4,1,0.14285714285714285,Sin lluvia (0 mm),5.0
0021185030,73319,GUAMO,TOLIMA,4.076501341,-74.97657287,0.0,0.0,4,0,0.052054794520547946,Sin lluvia (0 mm),5.0
0021185030,73770,SUÁREZ,TOLIMA,3.969210629,-74.84448738,0.0,0.0,4,0,0.052054794520547946,Sin lluvia (0 mm),5.0
0021185080,73854,VALLE DE SAN JUAN,TOLIMA,4.182125647,-75.17148237,0.30000000000000004,0.2,4,1,0.0744466800804829,Muy ligera (< 5 mm),5.0
0021185090,73268,ESPINAL,TOLIMA,4.166476969,-74.89352941,0.0,0.0,4,1,0.11671087533156499,Sin lluvia (0 mm),5.0
0021195120,25290,FUSAGASUGÁ,CUNDINAMARCA,4.323534028,-74.38859114,0.6000000000000001,0.4,4,1,0.06983240223463687,Muy ligera (< 5 mm),5.0
0021195120,25805,TIBACUY,CUNDINAMARCA,4.321357899,-74.48667274,0.6000000000000001,0.4,4,1,0.06983240223463687,Muy ligera (< 5 mm),5.0
0021195120,25878,VIOTÁ,CUNDINAMARCA,4.436054105,-74.48543339,0.6000000000000001,0.4,4,1,0.06983240223463687,Muy ligera (< 5 mm),5.0
0021195190,25535,PASCA,CUNDINAMARCA,4.293733611,-74.27396924,0.0,0.0,4,1,0.09090909090909091,Sin lluvia (0 mm),5.0
0021197010,25120,CABRERA,CUNDINAMARCA,3.91861924,-74.44615606,0.0,0.0,5,1,0.16265060240963855,Sin lluvia (0 mm),5.0
0021197010,25506,VENECIA,CUNDINAMARCA,4.063342074,-74.45259796,0.0,0.0,5,1,0.16265060240963855,Sin lluvia (0 mm),5.0
0021197030,25053,ARBELÁEZ,CUNDINAMARCA,4.232786985,-74.39576291,0.0,0.0,3,1,0.07692307692307693,Sin lluvia (0 mm),5.0
0021197030,25524,PANDI,CUNDINAMARCA,4.180497268,-74.4711213,0.0,0.0,3,1,0.07692307692307693,Sin lluvia (0 mm),5.0
0021197030,25649,SAN BERNARDO,CUNDINAMARCA,4.140958464,-74.35397692,0.0,0.0,3,1,0.07692307692307693,Sin lluvia (0 mm),5.0
0021197030,73352,ICONONZO,TOLIMA,4.133276369,-74.53964257,0.0,0.0,3,1,0.07692307692307693,Sin lluvia (0 mm),5.0
0021197080,25740,SIBATÉ,CUNDINAMARCA,4.465970004,-74.26328963,1.8,0.6,3,1,0.06463878326996197,Muy ligera (< 5 mm),5.0
0021197080,25743,SILVANIA,CUNDINAMARCA,4.436967141,-74.37050903,1.8,0.6,3,1,0.06463878326996197,Muy ligera (< 5 mm),5.0
0021205420,25286,FUNZA,CUNDINAMARCA,4.743996711,-74.19865992,0.0,0.0,3,0,0.046052631578947366,Sin lluvia (0 mm),5.0
0021205420,25430,MADRID,CUNDINAMARCA,4.75156751,-74.2896305,0.0,0.0,3,0,0.046052631578947366,Sin lluvia (0 mm),5.0
0021205420,25473,MOSQUERA,CUNDINAMARCA,4.672714223,-74.23573194,0.0,0.0,3,0,0.046052631578947366,Sin lluvia (0 mm),5.0
0021205660,25035,ANAPOIMA,CUNDINAMARCA,4.559962881,-74.5256953,0.0,0.0,4,1,0.061452513966480445,Sin lluvia (0 mm),5.0
0021205660,25245,EL COLEGIO,CUNDINAMARCA,4.556947085,-74.42658478,0.0,0.0,4,1,0.061452513966480445,Sin lluvia (0 mm),5.0
0021205660,25368,JERUSALÉN,CUNDINAMARCA,4.571350254,-74.68915854,0.0,0.0,4,1,0.061452513966480445,Sin lluvia (0 mm),5.0
0021205660,25599,APULO,CUNDINAMARCA,4.537711619,-74.59124656,0.0,0.0,4,1,0.061452513966480445,Sin lluvia (0 mm),5.0
0021205660,25815,TOCAIMA,CUNDINAMARCA,4.452072974,-74.64864406,0.0,0.0,4,1,0.061452513966480445,Sin lluvia (0 mm),5.0
0021205670,25040,ANOLAIMA,CUNDINAMARCA,4.789313614,-74.46194256,1.0,0.5,6,1,0.06489675516224189,Muy ligera (< 5 mm),5.0
0021205670,25095,BITUIMA,CUNDINAMARCA,4.847821091,-74.52862766,1.0,0.5,6,1,0.06489675516224189,Muy ligera (< 5 mm),5.0
0021205670,25123,CACHIPAY,CUNDINAMARCA,4.723063341,-74.45919528,1.0,0.5,6,1,0.06489675516224189,Muy ligera (< 5 mm),5.0
0021205670,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,4.814537831,-74.61525985,1.0,0.5,6,1,0.06489675516224189,Muy ligera (< 5 mm),5.0
0021205670,25898,ZIPACÓN,CUNDINAMARCA,4.75432173,-74.38673444,1.0,0.5,6,1,0.06489675516224189,Muy ligera (< 5 mm),5.0
0021205700,25326,GUATAVITA,CUNDINAMARCA,4.91158717,-73.78648564,0.0,0.0,3,1,0.09278350515463918,Sin lluvia (0 mm),5.0
0021205910,25126,CAJICÁ,CUNDINAMARCA,4.930402779,-74.02985115,3.4,1.4,4,1,0.07799442896935933,Muy ligera (< 5 mm),5.203394665586845
0021205910,25769,SUBACHOQUE,CUNDINAMARCA,4.970358034,-74.15689923,3.4,1.4,4,1,0.07799442896935933,Muy ligera (< 5 mm),5.203394665586845
0021205910,25785,TABIO,CUNDINAMARCA,4.951520046,-74.08449648,3.4,1.4,4,1,0.07799442896935933,Muy ligera (< 5 mm),5.203394665586845
0021205910,25817,TOCANCIPÁ,CUNDINAMARCA,4.968852913,-73.92887021,3.4,1.4,4,1,0.07799442896935933,Muy ligera (< 5 mm),5.203394665586845
0021205940,25019,ALBÁN,CUNDINAMARCA,4.891121638,-74.44278432,0.0,0.0,4,1,0.08123249299719888,Sin lluvia (0 mm),5.0
0021205940,25269,FACATATIVÁ,CUNDINAMARCA,4.834052334,-74.3380229,0.0,0.0,4,1,0.08123249299719888,Sin lluvia (0 mm),5.0
0021205940,25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,4.866310254,-74.4767709,0.0,0.0,4,1,0.08123249299719888,Sin lluvia (0 mm),5.0
0021205970,25295,GACHANCIPÁ,CUNDINAMARCA,5.01001953,-73.87671759,0.0,0.0,4,1,0.07614213197969544,Sin lluvia (0 mm),5.0
0021205970,25486,NEMOCÓN,CUNDINAMARCA,5.093705358,-73.88380238,0.0,0.0,4,1,0.07614213197969544,Sin lluvia (0 mm),5.0
0021205970,25772,SUESCA,CUNDINAMARCA,5.122728461,-73.82427313,0.0,0.0,4,1,0.07614213197969544,Sin lluvia (0 mm),5.0
0021206280,25099,BOJACÁ,CUNDINAMARCA,4.705576252,-74.3354077,0.0,0.0,3,0,0.05397727272727273,Sin lluvia (0 mm),5.0
0021206280,25312,GRANADA,CUNDINAMARCA,4.523484884,-74.33724619,0.0,0.0,3,0,0.05397727272727273,Sin lluvia (0 mm),5.0
0021206280,25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,4.599741357,-74.34490342,0.0,0.0,3,0,0.05397727272727273,Sin lluvia (0 mm),5.0
0021206280,25797,TENA,CUNDINAMARCA,4.666608192,-74.36764956,0.0,0.0,3,0,0.05397727272727273,Sin lluvia (0 mm),5.0
0021206560,25754,SOACHA,CUNDINAMARCA,4.581866267,-74.24029696,0.0,0.0,5,1,0.6,Sin lluvia (0 mm),5.0
0021206600,25214,COTA,CUNDINAMARCA,4.76754674,-74.1415583,0.0,0.0,5,1,0.10550458715596331,Sin lluvia (0 mm),5.0
0021206600,25799,TENJO,CUNDINAMARCA,4.838548601,-74.14680287,0.0,0.0,5,1,0.10550458715596331,Sin lluvia (0 mm),5.0
0021206920,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4.316107698,-74.1810727,0.2,0.1,4,1,0.13131313131313133,Muy ligera (< 5 mm),5.0
0021206930,25200,COGUA,CUNDINAMARCA,5.103127532,-73.97536559,0.0,0.0,4,1,0.14857142857142858,Sin lluvia (0 mm),5.0
0021206930,25899,ZIPAQUIRÁ,CUNDINAMARCA,5.06631685,-74.04960323,0.0,0.0,4,1,0.14857142857142858,Sin lluvia (0 mm),5.0
0021206950,15835,TURMEQUÉ,BOYACÁ,5.305697418,-73.50908714,0.0,0.0,4,1,0.2962962962962963,Sin lluvia (0 mm),5.0
